학교명,1학년 전입학생수,1학년 전출학생수,2학년 전입학생수,2학년 전출학생수,3학년 전입학생수,3학년 전출학생수,4학년 전입학생수,4학년 전출학생수,5학년 전입학생수,5학년 전출학생수,6학년 전입학생수,6학년 전출학생수,전입학생수(계),전출학생수(계),전체학생수(계)
신례초등학교,1,0,0,0,2,0,0,1,0,0,0,0,3,1,44
창천초등학교,0,1,1,1,1,1,1,0,2,0,1,1,6,4,45
한천초등학교,0,0,2,2,1,2,2,3,3,1,2,0,10,8,263
서울등명초등학교,0,0,0,3,3,2,2,1,0,0,2,0,7,6,90
서울방화초등학교,3,6,4,10,11,6,6,5,6,3,8,7,38,37,573
서울본동초등학교,2,1,1,2,1,0,0,1,2,0,0,1,6,5,109
서울공덕초등학교,2,0,5,5,5,6,3,8,4,1,3,1,22,21,694
서울광장초등학교,1,0,5,4,4,3,5,4,6,5,3,7,24,23,296
세종초등학교,1,1,2,1,5,4,2,4,4,3,1,1,15,14,366
서울성북초등학교,2,3,3,4,6,6,3,2,2,1,3,2,19,18,236
서울광진초등학교,2,3,8,8,7,11,8,4,7,11,9,3,41,40,575
용산초등학교,0,0,2,2,5,4,2,1,4,3,1,3,14,13,393
금성초등학교,0,0,1,0,1,0,0,1,0,0,0,0,2,1,79
수안초등학교,0,1,2,3,2,1,2,4,5,2,3,2,14,13,296
연제초등학교,3,6,5,9,6,1,9,6,4,4,5,5,32,31,495
초읍초등학교,5,5,1,7,4,1,2,6,6,2,5,1,23,22,606
대상초등학교,0,0,0,1,0,1,0,2,1,0,4,0,5,4,42
서천초등학교,4,0,0,3,5,4,5,5,1,3,1,0,16,15,203
광남초등학교,5,4,7,7,7,8,7,9,7,4,4,4,37,36,682
장안초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,61
해림초등학교,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1012
학사초등학교,0,3,3,4,5,4,3,2,6,3,2,2,19,18,551
인지초등학교,3,2,8,6,12,11,6,7,8,9,3,4,40,39,707
가동초등학교,8,6,18,13,10,18,17,16,9,9,7,6,69,68,1183
대구대명초등학교,4,1,5,4,2,9,7,6,4,3,3,1,25,24,547
대구신서초등학교,4,2,2,1,2,2,3,2,1,4,0,0,12,11,230
대구삼육초등학교,0,0,2,4,4,4,6,3,1,1,3,3,16,15,225
대구관천초등학교,2,1,1,2,3,3,4,3,2,2,2,2,14,13,197
대구대산초등학교,1,2,2,1,2,2,1,2,2,1,1,0,9,8,156
송해초등학교,0,0,3,1,2,1,1,4,1,0,0,0,7,6,48
합일초등학교,2,1,2,0,1,1,2,2,0,1,0,1,7,6,175
인천용유초등학교,0,0,1,0,0,0,0,2,2,0,0,0,3,2,42
인천주안북초등학교,4,2,7,7,10,6,4,11,6,2,1,3,32,31,383
인천주안초등학교,7,3,10,7,12,10,10,9,2,9,3,5,44,43,664
인천금곡초등학교,1,5,8,5,3,6,2,3,4,0,2,0,20,19,330
인천산곡초등학교,1,7,3,1,1,2,4,4,4,3,6,1,19,18,256
인천신현초등학교,4,4,5,3,5,2,2,5,2,3,2,2,20,19,438
인천용현남초등학교자월분교장,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
인천새말초등학교,3,5,5,1,9,7,6,4,3,6,2,4,28,27,492
인천봉화초등학교,2,9,9,6,4,3,4,4,4,1,1,0,24,23,349
대전대문초등학교,4,6,2,0,2,3,1,0,1,1,2,1,12,11,283
대전법동초등학교,2,4,5,4,4,2,3,3,5,5,1,1,20,19,382
대전산성초등학교,0,0,1,1,2,0,1,2,0,0,0,0,4,3,625
대전자양초등학교,2,4,2,2,1,0,1,2,2,2,3,0,11,10,144
산흥초등학교,1,0,1,1,0,1,2,2,0,1,2,0,6,5,72
대전갑천초등학교,2,3,3,4,6,7,3,2,5,2,1,1,20,19,691
대전교촌초등학교,4,6,4,3,0,4,6,3,4,2,2,1,20,19,359
옥산초등학교,2,0,2,2,2,2,3,1,3,5,0,1,12,11,458
미포초등학교,6,4,7,7,5,5,5,4,3,3,2,4,28,27,824
장기초등학교,1,2,4,2,1,0,0,2,3,0,0,2,9,8,110
미원초등학교장락분교장,0,0,0,0,1,0,0,1,0,0,1,0,2,1,15
율길초등학교,1,2,0,1,5,2,0,0,0,2,3,1,9,8,50
고봉초등학교,4,8,4,6,7,4,7,6,2,2,4,1,28,27,368
용정초등학교,0,0,2,4,2,1,2,2,2,0,1,1,9,8,178
내양초등학교,1,2,0,1,2,0,0,0,0,0,1,0,4,3,53
부양초등학교,4,0,6,6,7,2,3,6,7,14,4,2,31,30,575
상패초등학교,0,0,0,0,1,1,0,0,1,0,0,0,2,1,56
양주백석초등학교,6,2,4,3,3,7,3,8,6,1,5,5,27,26,238
복사초등학교,1,0,0,0,0,3,3,0,1,0,0,1,5,4,144
원종초등학교,2,9,12,3,7,5,5,6,3,7,5,3,34,33,665
성남제일초등학교,3,4,2,4,9,5,8,1,2,8,1,2,25,24,349
당수초등학교,6,7,5,6,3,4,9,3,1,7,8,4,32,31,556
개산초등학교,0,0,1,0,0,2,1,0,1,0,0,0,3,2,78
금광초등학교조령분교장,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18
원덕초등학교,2,1,2,1,4,1,0,5,1,0,1,1,10,9,64
능서초등학교,0,0,0,0,3,0,0,1,1,1,0,1,4,3,79
대신초등학교,2,0,1,3,1,0,0,0,0,1,1,0,5,4,93
북내초등학교도전분교장,0,0,0,0,1,1,1,0,1,1,0,0,3,2,15
송촌초등학교,1,0,0,0,0,0,1,1,1,1,0,0,3,2,60
대광초등학교,0,0,1,0,1,0,0,0,0,1,0,0,2,1,47
연천왕산초등학교,2,1,1,1,1,0,1,1,0,0,0,1,5,4,45
남사초등학교,4,2,1,0,2,1,1,1,0,3,2,2,10,9,103
동천초등학교,9,10,19,16,11,11,7,12,9,6,4,3,59,58,976
용인초등학교,9,4,4,6,10,13,8,8,9,9,7,6,47,46,751
원삼초등학교,0,0,1,1,1,0,0,0,1,2,1,0,4,3,82
덕암초등학교,0,0,1,1,0,2,2,0,1,1,1,0,5,4,60
용연초등학교,1,1,3,0,1,1,1,0,0,1,0,2,6,5,41
가사초등학교,0,1,2,1,0,0,0,0,1,1,1,0,4,3,59
서탄초등학교,0,0,1,0,1,0,0,0,0,0,0,1,2,1,56
진위초등학교산대분교장,2,0,0,0,0,0,0,0,0,0,0,1,2,1,18
운담초등학교,0,1,0,0,2,2,1,0,2,1,0,0,5,4,42
매홀초등학교,3,2,3,5,6,2,2,2,0,3,1,0,15,14,235
삼미초등학교,5,6,2,4,7,5,5,5,3,3,3,1,25,24,376
사창초등학교,0,1,0,0,1,1,1,0,1,0,0,0,3,2,39
장명초등학교,2,0,0,1,0,0,0,0,0,0,0,0,2,1,34
청룡초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26
금화초등학교,8,6,11,7,9,5,4,11,4,6,5,5,41,40,698
용인백현초등학교,16,14,11,11,18,16,12,16,18,14,5,8,80,79,1236
가좌초등학교,6,3,9,8,3,10,6,6,6,3,3,2,33,32,736
광교초등학교,14,12,10,13,24,19,20,14,15,23,10,11,93,92,1228
교동초등학교,2,3,5,0,5,8,1,4,4,7,7,1,24,23,363
대진초등학교명파분교장,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
삼척남초등학교,0,0,0,0,2,1,0,3,1,0,2,0,5,4,49
진주초등학교,0,1,1,0,2,0,2,2,1,2,1,1,7,6,168
상평초등학교현서분교장,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7
현성초등학교,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12
방산초등학교,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20
한전초등학교,2,3,2,1,1,1,1,2,2,0,0,0,8,7,44
영월초등학교연하분교장,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
귀래초등학교,0,0,4,0,1,2,2,3,3,1,1,4,11,10,62
봉대초등학교,3,9,18,13,12,12,13,11,13,13,14,14,73,72,879
소초초등학교,0,0,0,0,0,0,1,0,0,0,0,0,1,0,63
황둔초등학교,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20
기린초등학교방동분교장,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
용대초등학교,1,0,1,2,1,0,0,0,0,0,0,0,3,2,29
기린초등학교진동분교장,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
고한초등학교,0,0,1,1,0,0,1,0,0,0,0,0,2,1,60
정선초등학교,0,2,2,1,3,3,1,3,6,2,1,1,13,12,394
증산초등학교,2,0,0,1,2,1,0,0,0,0,0,1,4,3,62
신철원초등학교,0,0,0,0,0,0,0,0,0,0,3,2,3,2,378
와수초등학교,3,2,4,2,2,3,2,1,1,4,1,0,13,12,172
토성초등학교,0,0,2,0,0,0,0,2,1,0,0,0,3,2,18
광판초등학교,0,0,0,0,1,0,0,1,0,0,1,0,2,1,27
당림초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12
황지중앙초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,379
미탄초등학교,0,0,1,0,0,0,1,0,0,1,0,0,2,1,26
속사초등학교,2,0,1,0,1,0,0,1,0,1,1,2,5,4,50
평창초등학교,1,1,2,2,2,1,1,2,2,1,2,2,10,9,316
호명초등학교,1,0,1,0,1,2,1,2,1,0,0,0,5,4,52
내촌초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,34
창촌초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,39
용암초등학교,1,0,0,0,1,0,0,2,2,0,0,1,4,3,37
풍산초등학교,2,1,2,2,0,1,1,0,0,0,1,1,6,5,55
안흥초등학교,0,0,2,1,1,0,1,0,1,1,0,2,5,4,44
유현초등학교,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12
감물초등학교,0,1,1,0,1,1,0,0,0,0,1,0,3,2,48
도안초등학교,1,2,0,0,3,1,2,1,1,2,0,0,7,6,93
보광초등학교,1,2,2,0,0,1,1,0,1,0,1,2,6,5,83
가곡초등학교,1,0,0,0,1,0,0,1,0,0,0,0,2,1,18
속리초등학교,1,0,1,0,1,1,1,1,0,0,0,1,4,3,44
수한초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30
매곡초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19
동이초등학교우산분교장,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20
원남초등학교,2,0,1,2,1,0,1,1,0,0,0,1,5,4,59
하당초등학교,1,0,0,0,0,1,0,0,1,1,1,0,3,2,61
명지초등학교,2,4,7,4,2,5,6,4,6,6,4,3,27,26,836
백운초등학교,0,0,0,0,1,0,0,1,0,0,1,0,2,1,54
갈원초등학교,3,1,1,1,3,2,2,2,1,1,0,2,10,9,54
비상초등학교,0,0,1,1,1,0,3,1,0,2,0,0,5,4,79
수성초등학교구성분교장,1,1,1,0,1,1,1,0,0,0,0,1,4,3,24
단월초등학교,1,0,0,0,0,1,0,0,1,0,0,0,2,1,43
공주봉황초등학교,0,0,0,0,2,1,0,0,0,1,1,0,3,2,89
반포초등학교,1,0,1,1,0,0,1,1,0,0,0,0,3,2,58
구룡초등학교,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21
마정초등학교,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
백강초등학교,0,1,2,0,1,1,0,1,1,0,0,0,4,3,45
석양초등학교,1,0,1,0,1,1,0,0,0,1,0,0,3,2,55
옥산초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13
선장초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36
대흥초등학교,0,1,1,1,1,0,0,0,1,0,0,0,3,2,38
시량초등학교,1,0,0,0,0,0,0,1,1,0,0,0,2,1,43
신양초등학교,0,0,1,0,2,1,0,0,0,0,0,1,3,2,43
오가초등학교,1,1,0,0,2,0,0,1,2,1,0,1,5,4,54
응봉초등학교,2,1,0,0,0,1,0,0,1,0,0,0,3,2,45
평촌초등학교,2,0,1,1,2,0,0,3,0,0,0,0,5,4,40
성거초등학교,2,2,1,8,7,6,9,4,8,5,11,12,38,37,762
성남초등학교,1,0,0,0,1,0,1,1,0,0,0,1,3,2,37
미당초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13
청양초등학교,2,0,3,1,1,6,2,3,2,1,3,1,13,12,379
북창초등학교,0,0,2,1,0,0,0,0,0,0,0,0,2,1,102
대관초등학교,3,4,2,2,2,1,1,1,2,3,4,2,14,13,326
모항초등학교,1,0,0,0,0,1,0,0,0,0,1,0,2,1,30
삼성초등학교,0,1,0,1,0,0,1,0,1,0,1,0,3,2,48
구항초등학교,0,1,0,0,1,0,2,0,0,1,0,0,3,2,65
신당초등학교,0,0,2,1,1,0,0,0,1,2,0,0,4,3,24
전주교육대학교전주부설초등학교,1,0,0,0,1,0,0,1,0,0,0,0,2,1,434
군산서초등학교,0,0,1,2,2,3,2,3,3,2,5,2,13,12,138
해성초등학교,1,0,1,0,2,0,0,0,0,2,0,1,4,3,26
마룡초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15
금남초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7
금산초등학교,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16
김제동초등학교,3,1,3,6,3,5,5,7,9,5,5,3,28,27,492
백구초등학교,0,0,1,0,0,0,0,0,0,0,0,0,1,0,32
원평초등학교,1,1,1,0,2,3,0,0,3,1,0,1,7,6,83
화율초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10
월촌초등학교,0,0,2,0,0,0,0,1,0,0,0,0,2,1,78
진봉초등학교,1,0,0,1,0,0,0,0,0,0,1,0,2,1,22
초처초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,28
황산초등학교,0,0,0,0,0,0,1,1,1,1,1,0,3,2,36
수지초등학교,1,0,0,0,0,0,1,0,0,1,0,0,2,1,22
남원용성초등학교,3,1,1,2,2,2,4,7,3,1,1,0,14,13,205
이백초등학교,0,0,2,0,1,2,0,0,4,3,0,1,7,6,40
동북초등학교,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
하서초등학교,0,0,0,0,0,0,0,0,0,0,1,0,1,0,38
금과초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14
삼우초등학교,0,0,1,0,0,0,1,1,0,0,0,0,2,1,89
삼기초등학교,0,0,0,1,1,0,0,0,1,0,0,0,2,1,23
성당초등학교,0,0,1,0,4,0,2,1,0,1,0,4,7,6,39
왕궁남초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18
이리백제초등학교,4,5,6,5,3,3,2,4,2,1,3,1,20,19,603
산서초등학교,0,0,0,1,0,0,0,1,2,0,1,0,3,2,58
수남초등학교,0,1,1,0,1,1,1,1,0,0,1,0,4,3,48
전주문정초등학교,0,0,0,2,2,1,1,0,0,0,1,0,4,3,45
고부초등학교,0,0,0,0,1,1,0,0,0,0,1,0,2,1,36
교암초등학교,0,0,3,0,0,1,0,1,0,0,0,0,3,2,52
덕천초등학교,0,0,0,0,0,0,1,1,1,0,0,0,2,1,59
옹동초등학교,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24
이평초등학교,0,0,1,0,0,1,0,0,0,0,1,0,2,1,27
입암초등학교,1,0,1,1,0,0,2,1,0,1,0,0,4,3,32
신전초등학교,0,0,1,0,0,0,0,0,0,0,0,0,1,0,40
작천초등학교,0,0,0,0,0,1,1,0,0,0,1,0,2,1,16
금산초등학교,0,0,0,2,1,1,1,1,3,0,0,0,5,4,78
점암초등학교,1,0,0,0,0,0,1,0,0,0,0,1,2,1,37
입면초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62
광양제철남초등학교,3,1,3,6,1,4,6,4,6,5,8,6,27,26,473
광양제철초등학교,2,3,1,1,0,3,2,2,1,1,7,2,13,12,287
광의초등학교,1,0,0,0,0,0,1,0,1,1,0,1,3,2,30
공산초등학교,1,0,1,0,0,0,1,0,1,1,0,2,4,3,56
남평초등학교,8,4,7,6,9,8,2,9,10,10,5,3,41,40,562
창평초등학교,1,0,0,0,1,1,2,1,0,0,0,1,4,3,77
겸백초등학교,0,0,0,0,1,0,1,1,1,0,0,1,3,2,14
낙성초등학교,0,0,1,0,0,0,0,0,0,0,0,0,1,0,31
보성남초등학교,1,3,0,0,1,1,1,1,1,0,2,0,6,5,206
조성초등학교,0,0,0,0,2,0,0,1,0,0,0,0,2,1,31
회천초등학교,1,1,2,0,0,1,3,1,0,2,0,0,6,5,41
동명초등학교,1,1,4,2,2,3,7,5,1,2,3,4,18,17,420
순천봉화초등학교,1,0,2,2,5,5,4,1,2,4,0,1,14,13,262
순천왕지초등학교,2,7,4,2,4,3,3,1,5,5,2,1,20,19,757
순천율산초등학교,4,0,5,3,4,6,11,7,4,4,1,8,29,28,714
승주초등학교,0,0,1,1,1,0,2,1,1,3,1,0,6,5,35
해룡초등학교,0,0,2,0,0,1,0,0,0,1,1,0,3,2,88
도초초등학교,1,0,0,1,1,1,2,0,0,1,0,0,4,3,65
지도초등학교,0,1,1,1,2,1,1,2,1,0,1,0,6,5,107
여수봉산초등학교,1,0,0,0,1,1,0,0,1,0,0,1,3,2,35
여수서초등학교,2,1,1,2,4,1,3,4,0,2,2,1,12,11,172
백수서초등학교,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21
시종초등학교,0,1,0,0,0,0,2,0,0,0,0,0,2,1,37
장천초등학교,0,0,1,0,0,1,0,0,0,0,2,1,3,2,34
금당초등학교,1,0,0,0,1,1,0,0,1,1,0,0,3,2,23
생영초등학교,1,0,0,0,0,0,0,0,1,1,0,0,2,1,21
청산초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,33
장평초등학교,0,0,3,1,1,0,0,0,0,1,0,1,4,3,23
오산초등학교,0,0,0,0,1,0,0,1,1,0,0,0,2,1,85
나산초등학교,0,0,1,0,0,0,1,0,0,1,0,0,2,1,61
손불서초등학교,0,0,0,0,1,0,1,1,0,0,0,0,2,1,34
옥천초등학교,0,0,0,1,1,0,1,0,0,0,0,0,2,1,63
현산초등학교,1,0,2,1,1,1,0,0,0,0,0,1,4,3,22
능주초등학교,0,2,2,0,2,4,3,1,2,4,4,1,13,12,85
동면초등학교,0,3,2,0,3,3,0,2,4,1,2,1,11,10,62
사평초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,42
청풍초등학교,0,1,1,0,0,0,0,0,0,0,1,0,2,1,25
의신초등학교접도분교장,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6
일로초등학교청망분교장,1,0,0,0,1,0,0,0,0,0,0,1,2,1,5
소라초등학교소라남분교장,1,0,0,0,1,0,0,1,0,0,0,0,2,1,30
안일초등학교백야분교장,0,0,1,0,0,0,0,0,1,1,0,0,2,1,8
조도초등학교거차분교장,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9
남성초등학교,1,0,1,0,0,1,2,1,0,1,2,2,6,5,73
서라벌초등학교,1,1,2,0,2,2,0,0,0,1,1,1,6,5,50
아화초등학교,0,0,1,1,0,0,1,0,0,0,0,0,2,1,60
월성초등학교,1,1,1,3,1,1,0,0,0,0,3,0,6,5,168
화랑초등학교,1,1,0,0,0,0,1,0,1,1,0,0,3,2,67
박곡초등학교,0,0,0,0,0,0,0,0,3,2,0,0,3,2,21
운수초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15
야은초등학교,1,0,1,1,3,2,1,3,1,0,0,0,7,6,223
장천초등학교,1,1,1,0,0,1,0,0,1,0,0,0,3,2,62
해평초등학교,1,0,0,0,0,0,0,0,1,0,0,1,2,1,47
송원초등학교,2,0,0,0,0,0,0,0,0,0,0,1,2,1,23
개령초등학교,1,0,1,1,2,0,1,2,0,0,0,1,5,4,46
구성초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15
김천모암초등학교,2,1,0,1,1,1,2,1,0,1,1,0,6,5,121
김천중앙초등학교,0,0,1,1,0,1,3,1,0,0,0,0,4,3,108
직지초등학교,1,0,2,2,1,0,0,1,1,1,0,0,5,4,44
영순초등학교,0,0,0,1,0,0,1,0,0,0,1,0,2,1,45
동양초등학교,0,0,0,2,0,0,3,1,3,1,0,1,6,5,27
상주동부초등학교,0,0,0,0,2,1,1,1,1,2,2,1,6,5,47
상주초등학교,3,0,0,2,2,1,1,4,2,0,1,1,9,8,487
은척초등학교무릉분교장,1,1,0,0,0,0,1,1,0,0,1,0,3,2,21
중동초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18
화동초등학교,2,2,1,1,0,1,2,1,0,0,1,0,6,5,51
월항초등학교지방분교장,1,0,0,0,1,0,0,1,0,0,0,0,2,1,19
안동영호초등학교,5,2,3,4,11,15,5,2,3,2,2,3,29,28,897
영가초등학교,0,0,2,2,6,2,1,2,1,2,1,2,11,10,456
월곡초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
남정초등학교,1,0,0,0,0,0,1,1,1,1,0,0,3,2,24
원황초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19
창수초등학교,1,0,1,0,0,0,0,0,0,1,0,0,2,1,20
창수초등학교인천분교장,1,2,0,0,1,1,0,0,2,0,0,0,4,3,10
수비초등학교,0,0,1,1,1,2,0,1,1,0,2,0,5,4,31
영양초등학교,2,0,1,0,3,1,1,4,0,0,0,1,7,6,223
봉현초등학교,1,0,0,0,1,1,0,0,0,1,2,1,4,3,72
안정초등학교,2,1,1,1,1,0,0,1,0,0,0,0,4,3,80
영주초등학교,0,1,1,0,1,1,0,0,1,0,0,0,3,2,90
신녕초등학교,1,0,1,0,2,1,0,3,2,2,1,0,7,6,56
영천중앙초등학교화남분교장,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15
영화초등학교,0,0,0,1,1,1,1,1,2,0,0,0,4,3,74
임고초등학교,0,1,3,1,0,0,0,1,0,0,1,0,4,3,72
지곡초등학교,1,0,0,1,0,0,1,1,1,1,1,0,4,3,23
상리초등학교,0,0,0,0,1,0,0,1,1,0,0,0,2,1,13
기성초등학교,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17
삼근초등학교,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8
온정초등학교,0,0,0,0,2,1,0,0,0,0,0,0,2,1,35
다인초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29
옥전초등학교,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13
이서초등학교,0,0,0,0,0,0,0,0,3,1,0,1,3,2,84
부남초등학교,0,0,0,0,1,0,1,1,0,0,0,0,2,1,20
안덕초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47
왜관중앙초등학교,2,2,1,3,3,5,4,4,6,2,3,2,19,18,372
죽장초등학교상옥분교장,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
포항동부초등학교,2,2,1,1,4,4,4,4,0,2,5,2,16,15,255
김천동신초등학교,1,2,2,7,3,7,10,4,4,1,4,2,24,23,670
도봉초등학교,3,2,8,10,13,8,8,7,9,8,1,6,42,41,850
대이초등학교,1,0,2,1,2,2,3,2,2,3,2,3,12,11,351
북상초등학교,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27
웅양초등학교,0,0,1,0,0,0,0,0,0,0,0,0,1,0,47
개천초등학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28
율천초등학교,1,0,1,0,0,0,0,0,0,0,0,1,2,1,38
철성초등학교,0,1,0,0,1,1,0,0,2,0,0,0,3,2,80
삼방초등학교,2,4,1,0,3,4,3,0,1,0,0,1,10,9,234
고현초등학교,4,2,1,1,2,2,0,2,2,1,0,0,9,8,45
곤양초등학교,1,0,0,1,0,0,1,1,0,0,1,0,3,2,80
단계초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40
삼장초등학교,0,0,0,2,2,0,0,0,1,0,0,0,3,2,22
생비량초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18
신천초등학교,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22
상북초등학교,1,0,0,1,3,1,1,3,2,0,1,2,8,7,193
신기초등학교,2,4,3,4,5,4,2,2,2,0,2,1,16,15,300
원동초등학교,0,0,0,1,1,0,0,0,0,0,1,0,2,1,21
하북초등학교,0,1,1,1,0,1,2,0,1,2,2,0,6,5,124
부림초등학교봉수분교장,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9
유곡초등학교,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8
내동초등학교,3,0,0,3,1,3,1,2,5,2,3,2,13,12,231
동진초등학교,1,3,2,2,2,1,1,2,3,2,3,1,12,11,397
반성초등학교,0,0,1,0,0,0,2,0,0,1,0,1,3,2,80
봉강초등학교,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40
북면초등학교승산분교장,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
도산초등학교,0,0,1,1,0,0,0,0,0,0,1,0,2,1,48
고전초등학교,0,0,1,0,2,2,1,0,0,1,0,0,4,3,38
화개초등학교왕성분교장,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9
칠서초등학교이룡분교장,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
중앙초등학교,0,0,0,0,1,0,1,0,0,1,0,0,2,1,89
칠서초등학교이령분교장,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
명곡초등학교,2,4,1,4,2,3,6,3,3,1,3,1,17,16,277
강정초등학교,1,1,3,0,0,2,2,0,1,3,0,0,7,6,92
보목초등학교,1,1,1,0,1,1,1,1,0,0,0,0,4,3,80
서광초등학교,1,0,0,0,0,1,2,0,0,0,0,1,3,2,113
하원초등학교,1,0,2,0,1,2,0,2,1,0,0,0,5,4,62
일도초등학교,1,4,5,2,2,3,1,0,3,2,0,0,12,11,154
서울이수초등학교,2,6,8,5,5,6,9,7,5,7,6,4,35,35,584
서울양원초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
서울군자초등학교,4,3,1,3,5,0,1,4,2,4,3,2,16,16,291
경기초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570
서울연은초등학교,8,5,11,11,10,9,5,4,8,7,3,9,45,45,745
서울창서초등학교,0,3,0,1,4,2,2,0,2,2,1,1,9,9,167
대광초등학교,2,2,2,2,1,1,7,7,2,2,1,1,15,15,467
서울안암초등학교,0,0,2,4,3,0,1,3,0,2,4,1,10,10,222
서울덕수초등학교,0,0,7,7,9,9,2,2,4,4,3,3,25,25,483
서울한강초등학교,2,2,1,0,5,7,3,6,2,1,5,2,18,18,250
서울위례솔초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울양원숲초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
초량초등학교,2,3,2,2,3,5,4,4,4,1,2,2,17,17,292
명서초등학교,0,1,1,3,3,3,1,1,2,0,2,1,9,9,185
동평초등학교,3,2,1,3,4,2,1,1,1,1,2,3,12,12,440
선암초등학교,0,0,0,0,1,0,0,0,0,1,0,0,1,1,52
창신초등학교,7,5,9,12,14,7,11,7,8,11,10,17,59,59,942
대사초등학교,1,0,0,0,0,0,0,1,0,0,0,0,1,1,32
대저초등학교,1,1,0,0,1,0,0,0,0,1,0,0,2,2,58
엄궁초등학교,0,0,0,0,0,0,0,0,0,0,1,1,1,1,786
주학초등학교,0,0,0,0,0,1,2,0,1,2,0,0,3,3,68
학진초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
동삼초등학교,1,2,3,3,5,4,3,0,0,4,2,1,14,14,325
사남초등학교,1,3,1,0,0,1,4,1,2,1,0,2,8,8,75
신선초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
아미초등학교,1,1,0,0,0,0,1,0,0,1,0,0,2,2,52
온샘초등학교,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
